wallet,normalized_score
0xf55868968409401ec70e3527c3dc50335ee27f4e,97.97498234680216
0x1f427a6fcdb95a7393c58552093e10a932890fa8,97.95134964561515
0xa057722e85988e6f58f5d02b7fdb1f630729e6c3,97.77362403162792
0xd998171b51dede5bb420228f8ca6e349daf0fd62,97.49958411942904
0xd3069c9e486a8b77add55ae3ceb3a4b138fb76c7,97.49788368351653
0x1af47c8e253ea38d13938e530801c1ff7a1c5a1f,97.42941401094245
0xe0273391e1ef99e63216535b65739ab9154bc887,97.42271476446066
0x3c5ed6bb48acad7ad3cfc92ca86259d06c918dd0,97.4030938709938
0xd8595ac2836b7a8040f046e751b42088436b6365,97.3171428544294
0x7bacf22f747f2f4b983081c0aa76dddfecd008ab,97.28946658304756
0x794ad3af58b56522b80aa7e9bc04f042c55d5b2f,97.22346613295187
0xe641a5a9f35fd6ae40a42932c6d2cc34f7db34b2,97.17074394878499
0x797f63620e62dbc83a5bc88c6a43494ded428cbe,97.11872837173169
0x7fbe66206e5eb811173af1317bfa2a7838f4c270,97.08830640914002
0xe2ac7b18ff15335b550b5b595f5e14864fd26e0c,96.96334758948531
0x3e03e274eb8c770d95b849230cb8087e192ee311,96.92792574856468
0x358b532b553aa29eb0295ad72fa2c1ff528c8c82,96.85532923769048
0x9ebcb75c803b4f905ca178346acc35d39d6048b0,96.72227872542133
0x197a78fe1bd3bbb64c1325c027bde8f67bac1770,96.70753074196764
0x124e1fafcadc2c017a17b4bbbbfff3867b7dee35,96.60203648823172
0x628b42cf8f4b2457b5c8f87607a8ff11570fd4e5,96.58525273227764
0xafe609643934ea392b8c400db474d6419234d64c,96.56044930591928
0xcf23abf7047685fb020ea16ee4feea3a195edcff,96.50467360908259
0x357bad6590cd50599e5c624947cacd917f6d96f9,96.46974488099832
0x5445f987ff43fe2b2c31b86ebfc585a3d6b02120,96.31294969758896
0xc1852f917835a9f2f97112672bc5c8afd1f21dc3,96.24391641195182
0xd4c80637f45a55b5e1afa9cd0c935395063d4523,96.1426252028904
0x7bb389db8484fc975778993befe2cc44b6e05f4a,95.99650232338234
0xac63313600e87da91eb4ff50ab3ad2c2a053aa22,95.90764593548009
0x52a77dcf83cf38f62f6857bb01c5c3c8ae11f4af,95.84561985326563
0x298afe764ceade43ba80ac4390195e8d9451d6ef,95.84269406439249
0x5081891d84cf21beeb950b59e445406328c61aee,95.80882725302116
0x7a222200f9be6d645c9650b34f3cecb9cfbb897b,95.7866748824534
0xc95be28595eb64485dac63ad14f15e41c94ee468,95.77644840276427
0xf11d95bd4c18e4a792cd3ffb581e2c30890724a3,95.68737923117688
0x86e3209766b078527f77969f8013bec5dcdebaa4,95.64110905981933
0xca125321e0a8a60d882f1b38fb7077aaa8eaf53b,95.5481278947368
0x5e41408192ccb2be827e5d0d5f6ca1c5e1513131,95.53736766202994
0x1c0a8dd3c93f348a25f8ab4dc9a98f1d11b66d5c,95.50163394334223
0xf1f0c294d247e8691d1118a86ccc669da3c75ca8,95.49359221443865
0xbf7faf866f2a4a003216fa224fe75bd2737d86ff,95.42332720893407
0x848769e27677cf08059581befdb65f4af3d69b82,95.39711700919122
0x9c6d67c5fd1f78c3daee702b9a59183c0f4a9d17,95.37771672739831
0x4e4c6caebfcf69a3cd6c6e8aaf4d0e9233c7c875,95.3559630306976
0x30887fc55cbfad3487cb55bfe1779f6d2ba1c118,95.30481857195153
0x3bab311d8386cc6ee340bf9dc54deacc7b73ea5c,95.29912126255455
0xae3f684105ad37dc49d8ae316a32fe9eef583a81,95.22349400729337
0xa218a8346454c982912cf6d14c714663c2d510d8,95.2202555932242
0xe0819c89815a3376e2a9a02d77e4e4a8c8387adb,95.20472238196768
0x77feecc45fa31f2639d4c1cee0ccbf138387d79b,95.15109160350664
0xe5dd78c224f26e306c84a9b1aa2def30bdf15835,95.12501848192782
0x0c0b74126f0d4868750911d18ca74a174247ada6,95.11729543197012
0xf6ad502ac34cc67f3a86b4e6a4ea802409b0af28,95.09460243077676
0xdc95913ea736a669f9518dc58b90b5d7ea2c8c8a,94.98762894369595
0x22b660f6e6a007acea649acd028a8d057c15620c,94.97878950717599
0x78dd172718512aa63629a526543ace1ad73e105f,94.92850253792649
0x3e7dd7df9c1ffd12b8ecd94a27472bdc4d87ab7e,94.92747421061497
0x003c52a71c887461087154eccced08cb1c5384a5,94.90060746994975
0x37acfef331e6063c8507c2a69c97b4f78c770a5a,94.8935948788142
0x289c23cd7cacafd4bfee6344ef376fa14f1bf42d,94.89354249304675
0x90acd0fd2aa57ceb17bea4b9a7c95071d94c5ef0,94.87537232112983
0x8101bf01b2ad8e96f5645c4228a5eba18b6951af,94.86584778160594
0x56fe14a30aad9595b5fc05fa7922403cb6c2951a,94.73413601391667
0xa1872b9b494556777d2b3ac5e699cf7fb377bafc,94.65418330245956
0x7e07df4494d448171991604cca6ff9f4fa187178,94.62905439927076
0x1238b65555ebc62a386e54f7a4bfb84fe7d82a14,94.611766166585
0xaf9e08f3020e624c945cc446e8759602049cb176,94.60437125791725
0xb32b2fb57152a6091fba9fb4803e2df0097c55b4,94.59961750070867
0xff5269e8ae6a9f2ff2a93c770fd35f8ce71712f8,94.56261159209556
0x49153cbd5b0c516d1320bc42b48c73548b73b678,94.49385121363024
0x2f47eb00b241eccce85f369a024742186920e111,94.47095203009718
0x311bf6e6b6d416a808adf524b2fba791bf257e19,94.46062949779642
0x2871b76c348e12b88a28cef388d37326e85e2fec,94.45554536558366
0xab95a0fb53df696a492a93f30fa126bde2493043,94.4138488050546
0x35e283f461a9ca2e3a5765e72815c8d1dcb66ad6,94.31886189020851
0x012c5450b22a626a810d376d5519878a914c3f2b,94.30614014840715
0x4a02314976a755cc5b7b2482f25170714e903a30,94.25609066220653
0x24e09f0b6e050754a9ddee77d867a786a38339dd,94.24995760247235
0x35d3da57064d2f5ec5f0824caaa839a43026bd41,94.2033812508472
0x6316ff9d2c96b6b122e0dd632ab5831e0bf5bd10,94.20055370258015
0x800c443d4fc0048d2f4a83d64cdec93a824be745,94.18964579655366
0x18ab13f62635bec69fcc1d2ce3dbe5e0bdef1b99,94.18683406863228
0xcdb785569b4b5b7832af497e911ea893181bdb74,94.16234173517941
0x285d23ea20ab8138e63889669b091704a1787278,94.07442012856852
0x6ec25e69f054d97d652044d2d014fca9e4d15614,94.06718779737552
0xa7615cd307f323172331865181dc8b80a2834324,94.0533366546763
0x334ff7580ee92bb13d744cd309925560877122a1,94.0482561763644
0xd7925984736824b4aecf8301c9aee211cd976494,93.9554934742332
0x043e318a6c11970e3f7950dff7bf51657337db2c,93.91073146506218
0x425d16b0e08a28a3ff9e4404ae99d78c0a076c5a,93.88429002751253
0xa16946a605ddb755d3a5774b6124f97fed1bd1e3,93.81517809387591
0x61ad994108a0d4b8a2dc60129362ffa62342bbd2,93.81307417757374
0x2ef0fa1afc0ed0e9d4f01d3d8eb6930fbdd1c4d2,93.79153567834979
0xfa540b8242565c014773ced9f0c45bfdd0ed1a8f,93.75541448633095
0x40e652fe0ec7329dc80282a6db8f03253046efde,93.74762479336493
0xf3ae4bb5691b9d45461cdcdd4becb0c9986a3237,93.71664128019911
0x6a06a5ed081990f4313c03aabc70f5874aa43f89,93.71622667385444
0x3c2cb7943e7d0e42e55de96983a34a732dbb7816,93.67308367507202
0x9dfac9bbe1119da5dcdd7b095db40920cde878ef,93.65793050141133
0x03e3702d91098350d057ded0a05095f703bba2e7,93.64880401548018
0x53c404d148a5c7c164e259f07a87429ad79c00e6,93.61918728876859
0x26b46c62a7ef0a545b8ce0f6f972da9394661bc9,93.61407413462204
0x2b354cfa9170febc4829d499af094c70c7920334,93.56207079164822
0xd19604efb40ece1efd6df5de6d3892112b51e99a,93.49548508337841
0xb678853c57b94da8e6ffbf0e792e9c31788d84a2,93.46686024668912
0x053b7f29bc6d95182f0e54efc86549938878647e,93.4364983261015
0xbbd6d2181d9ebcd98421cd336ace3db6984f4cdb,93.4053316628032
0xc18926cb21791bfbc2c8b5b80fdfe68a6757d819,93.38244521568228
0x4adaeef3521509a73d6f71177c4ee2cdd184b734,93.36277196031253
0xa574c53d63550e535c8b78f0e2a33bbe3c56ef2b,93.35196287938501
0x58df55d6ab2db99d440241a607d91898b9ffd046,93.34815360076358
0xc7c37b0c7af5af560bf31b0bcbfec04b97361275,93.34369967556184
0x3f94cd5967d3ca52f9f6df503779eef92b7805a5,93.2987715799465
0xea1b3a8fc8342590eb955f1a4194c007189b3159,93.29409441924507
0x9b4e28020b94b28f9f09ede87f588e89c283cffd,93.28788826286181
0x26d8f0909a9bb3a1758024c90e8fd87f5d24d65f,93.28534126347495
0xc1ad79ab00b3f63577ca653cdfda344e9847d4d0,93.27797417511243
0xaa666dd5b7db78516a812b772fe5c1d67c66f270,93.26775777582533
0xe5c3f63f8621b75fb6c4148180e265a75f5d2995,93.25334975638039
0x248d09b842142ed5e4ec79d95e62baa46bfb7738,93.23834805730947
0xd96e30349c431a458926d4664b4f8be97c35043b,93.19365512906353
0x5d6f8cda086a0837cdaf10e941f3d1d5e3e5531a,93.17956257579802
0xc2dc96ce8fa3eb81477925a20f238911e5f5ff71,93.17552737300514
0x84443f61efc60d10da9f9a2398980cd5748394bb,93.16251866842858
0xc8bef1a50119389ae31d2e426f7c71bf8cc10def,93.15218293150176
0x9a7e2093092762d8c4caf2a947064d6762bc8c6a,93.14802502392429
0x0276dece5594a6db72e044c85488519a18f9e462,93.14738699130726
0xb79dd7a1fd1298b13771055c0bac2f215f4a13dd,93.12756786759378
0x3861a3c9c3362a5276ea59be4707ce5700b9c304,93.10259718118958
0x8ec1675d89c4ff8579e461d593700292b9967b46,93.09653705572416
0xa1fb07d9f100365b62c3913bf4cf1c6ede950be3,93.05614261597889
0x5a92bc71ff2cee03202db6b625cb074d588344bb,93.04271060853199
0x3f70d4927adfad26eb7b1574eea7939d347d902b,93.00348681638381
0x14478ecfe5e29ea623d324039d04f2da22d14a5d,92.99110128233092
0x7d957aa56820212bbd4c7667ad5e3e39215048a3,92.98101964767982
0x6954644f7dae221ddb66eb59793ce5b6c0e2eec4,92.98030707883858
0xbd0310dcb5678a02a6268526cce1c907e674ba8e,92.97308014211173
0x83671580fd3ea9a970747df985e36f048fc3cdb9,92.95512182659571
0x52feb9bf6f37bbd01309515feec062632f5ccb2b,92.88136618206417
0x8577b84527ced5d2d9f299dc6027a9e049c17d6c,92.8723036418833
0xfb57672844380e3a8352fb34869ce7bb03f81e6a,92.84547485287428
0x20aec996ce9d508a7f51b2a217bf6a87b6be0ef1,92.83726574406575
0x3b1702a55188b818cb67c2446a370a86e5451244,92.81186718525704
0x6c8a3edf2bae56fe85ee46ee108adf99b49e9288,92.7939620902101
0xe0eeec7010ac9f74a947d70d43173d6765844768,92.78335945605916
0x4ae0dbd5c700c64faaf85678fc1fcdf6aba5c5dd,92.7576592748714
0x54f987c0a786031357427211046d9e7ef61f3891,92.7106094368618
0xc64de5e0f97c21606e1f31426eb5c98ab729c08e,92.70997003173395
0xc9c50b55c3085606ff05c70ac8cbaf26240891ae,92.70566252053658
0x1658a95d08bc44111a93f7afcab8444b7e8dc0c7,92.68946577361864
0xb0804b6dbe7159bddc1b6c9c00c796d94eee1858,92.68127363862611
0xa03143e4cb76e40a19885c5c6cf2964417acc394,92.66392711360753
0x7fd6558b81ae5e2153f0ec30bbe5d22268f17e7b,92.65312558376661
0x63c410a066d5d12217b713ccac5f600a06ba45e6,92.63393828245198
0xb6317af995693789900f85b2d93d1dd0f5deb558,92.59046065228912
0x825d634b9d22da526ceebda4fb7ad4d373cfe2ba,92.5625007614876
0x13dc08f5ddbcbfdf6ebc04c909c3052a2aa7a111,92.53104129609068
0x134d7706f8f542f611a785cf30c693df302f4f24,92.5163467227296
0xb579d4f1546d51980499aa96a2e411be3e449197,92.50088646035896
0x2b19fde5d7377b48be50a5d0a78398a496e8b15c,92.46704461139825
0xcd967d373a32e7edbbade887d5abd9bdf61de504,92.46286707073142
0xb2ec4683e634899a82f9b5d6abf1aa22fe219a83,92.4572691891009
0xafcdc9b44b3d9725d9bffd6c0b4b58c37d197490,92.45241600131531
0x23d9ca8328b8630c08f72501bf3950462f3f5456,92.43264837160031
0x5d47e5d242a8f66a6286b0a2353868875f5d6068,92.41727818848446
0xb6cf25f5cf8a1e1727d988facdd47f1dfc492caf,92.40664839863915
0x0118289457e9fd02c05e37e27a11bd09d3500021,92.38936420591804
0xe0bdfb7abb21b4203d25e6b27029a9d423e4f2cc,92.38521301961644
0xa4fc82338d3753065d3a81652d5d73600855b2bf,92.38146190324541
0xc209cc607c81ca7d8c0bfca7bfd6144c74a7e238,92.38045448994015
0x96c8e2a1eab72eea758b6694fb2217c4118bb803,92.37910293110093
0xf0ab8776883df3bbda2c8f27b2dce8b3609d88a4,92.36895024185408
0x07326cbe4792e8e3c1f61c66fefee8253eb2db0c,92.35973895934833
0x09a0da7289a60809992d819530833f4053124090,92.34799244314993
0xe1478cbf115c2d6bec1572e0e6a43a2dfadca15a,92.31446862267661
0x6cbbd5d5e3f71280a568823adee4b18cc1be5e32,92.31427558322983
0x0ae3a4258ce1b9b53d74f6f390c14c4010c81ad0,92.3080260421441
0x479cb37b53d5eb04b6a337ac3d2ea447619eb87e,92.29914463400925
0x0d5926184e886db1a736d88f0fb257be3f99ebd5,92.25483644555172
0x35e86d472d1a2e37b9dbaab9677230605c6624b0,92.23626298009418
0x3566974231473a3456d2305fea0bb0944d2ed698,92.20744267489856
0xcb9b091ded976546a20a409823dd6f5f092ffd86,92.20319202691478
0x8f56ce34d90141e3ba9d78f43bbc80b510de3e9b,92.19910810241107
0xe826cf83f03732ea35eaf4cd9627d57529feca4b,92.19750557225642
0xb2d77604d28ecbd4484065cc1e8b16b77ef5c5cc,92.18372751451489
0xb0e1088863f02b7edf67324d02d5093de9b19e0c,92.16792484055561
0xceb9e948ce562b3b3eaa2495e39841a62815a524,92.167381440473
0xa526ec38e974785d3be42ec23f9c2a2dd849e085,92.15417503494848
0x083674408a89ccbb0fc9653cf93a1de0b017a2e2,92.12820787697942
0xbfb7a43169b206e34d582f86c34e80347d170e2e,92.08010090905537
0x7e915cf29c5568e41493a4cd58e8519c1266e5da,92.00589308542335
0xaef23ca0ebdfa98c036e724df028572bf89251e9,91.97608891669653
0x5f72c7ca304679b07c527dd0f245f76b5d62ce61,91.94708858476855
0xa9bbd5b83ffc706342555e4a38c9c06b2e7441e5,91.93783567349772
0x2c99d50eb4daa1d26b5ba0b1daab58cbfc0ac3e6,91.93663589555239
0xe98604413c217ea6f0f338506d9903815cd231ad,91.93662255817617
0x1558598e2e613b8bc1a904afd240b18a91a03495,91.92722649044032
0x3e0cf03f718520f30300266dcf4db50ba12d3331,91.9234370896742
0x515d82a74a9aade721801da71fd35f09799cffaf,91.9124560915021
0x7409956e1d10a00ea425722565790e2c77c40ad2,91.9049598916205
0x0618e076e4fe252b1b73a83c239289dc12055ea3,91.8959148539756
0x586b3f34e90668aee4ffbd94e7ba143552fa70e5,91.89038801095619
0xfdd43923340736ffbcb31c808ac644922c1df05d,91.81822669126541
0x0808898d835d51d720e384e8a856a2c671e78f21,91.77740197008842
0x2c07f38c56ee3a2c2233224b838a6b5035a2694d,91.7737285019814
0xdbc9454541a32fc0cc1b76cfc674a76aab6233a9,91.77346456982663
0xae3c67b8aa12e458f2b4eafc0e9209710582c9d3,91.76447936212358
0x69c51ef78fa71b314623bdfe920d19c03e47d853,91.74906176018521
0x818f3fa1008b355a85e9f78004ca09ce3e8e5e1d,91.73621626428827
0xf1394140fe0982e40fa9a9846e7c5b0842cece56,91.73118057952023
0xbf83e6e40162c655f2ded3431b7b31307275ac95,91.72276229743541
0x8985aebdb1adf244f1f3f8ad9ff89b8a045b5319,91.72135371813802
0x22fd8facff29b66738ab35e4eec70bb6207389e8,91.71844700873383
0x1954c8cd151de0d0946fcc1e8a97545f711e2380,91.66316696385184
0x3b38df411221126688b7ca4cd3b5c08144e558e5,91.63864314183843
0xd6449ac214275493a8205e58107b1ee19353840e,91.62053318007383
0x7c65eeefff2b7127df173b43b7c93b93ab75c7e7,91.6113829178356
0xd38849fa99901d9c949e2508b104350131fb11bb,91.5832603722032
0x57aeda024fdbc8e1ce19cb9a628ca39747e3661f,91.56276254004328
0x1e105686de9d256eb107e1c25114088076199bde,91.55856395612675
0x8e5f314bef229024e317a2cbff843b56f87fb7d0,91.53447456995207
0xba333f8ff556bf35d38e102a98daf1c5f6d9d708,91.52732466936301
0x2fe55ecd0813821a209a944888206cc4dafcbe17,91.47036105459314
0xea398010f27e03b33cb022d076a41978561e845d,91.46502005313832
0x0ba43bae4613e03492e4c17af3b014b6c3202b9d,91.45911135379835
0x009b56330ae5ec5042b9ca46ddb3043cc0d006f3,91.44597116964417
0x17076e27c23eb7afb9f5b555aae97fe06fc84e68,91.44310118707754
0xe586c8ccb29944f458104c7acbe4ca48122da895,91.42764407438113
0xd84e11bee5d555ccd905817cb8cbbd5b6e6c4f0d,91.41480141074477
0xaf4d7e7b9deba33b7ae57d08bd8eae8ab55d8254,91.39298040645113
0xf9c5384c9711dfd958e27856fb4640a8ad660def,91.37746327354739
0x6cfce9d4c30ba3210a3018a4e9a928715d836207,91.31972898852774
0xf8012ade1ec196aa06dd991119d75edc59cc7768,91.29056727879714
0x1b1bc8b714737c8456a0590d307d73da2a4d9249,91.28114947845697
0x17d0cc96e6538b52f16c3ed03a2d3e6dd91bc50e,91.27782501584963
0xc28e23e7d7d6cc0c9c6f08146c71e7d168cae45a,91.241643178357
0x76328440d2e9ccc4a27244b09b2b3b21ca51f896,91.23203626130214
0x268a1b7ecc1fe1fab1ee32a7e61e3b7810bad4a5,91.23200965812207
0x549750e6b5b40e627365bdcf7f7780dbfde113a4,91.21129320947831
0xcdebcf59ee33978320ca2ebcd433ace6144c63c4,91.20948089785486
0x410c8568c94f707008bb7a5afd36421b0cf6c307,91.19913227223839
0x033e9b12438f95cdbe9170f313367f4c614c5fd4,91.18023465994092
0x58f39ef71b86974268647df973b998baec7dcb28,91.17928603625403
0x19f45ea63b9d9b864ae2eee603e7b106df875754,91.14932875431712
0x988136bc3201ce5f8c9b8c1501c0664f96dd0a3c,91.11016899514914
0x92be89852867b06d8f77e110d95e7e5dad2f5359,91.10978058538521
0xd7bda9d89e4a518f376442393086b9798b3ac743,91.0841424863597
0xcb71eb21f53a2f4de0f26dc90518df10be13d1ec,91.0440936247691
0x502cb8985b2c92a8d4bf309cdaa89de9be442708,91.01993651158841
0x9d11b1e1445b017902e561ceb201f009b3d53a42,91.01687711282722
0x7044a3e6bf3baf4f0d2f8884a2ee4e2d838f8902,90.99659552504883
0xb3d4a0e65b139089de480612df634df342a34695,90.99015986676258
0x2d0b80e668c4ab4f90a912eb21cf292175f64838,90.98636049477055
0xc373decd953ed7e4fd78f4c39aa41a44448fb6f1,90.96970110509766
0x59eb9490e65680eee103736e489b35ef57a3125d,90.96952297553253
0x4d42307abb9b2fc8b822d564bc05c505946de1c3,90.96938737046402
0x911809517285207390bcba7a73c717cdd6138bc0,90.94760575080689
0xff4e2d7169d7d56f8b41c63592fa919b4d1b0165,90.94566739567937
0xa4b5173309ac878db01dcea2b230cdcbc2cf6312,90.94220787162635
0xf48ea2e715a3fd6af43dfc3800a3da9ae785d3da,90.93299288120716
0x4272d4cad0582720d2c328b8377d5ab5311c636b,90.90718515057604
0x856b762d46274ef1d696103e5fb2af2afee91ecb,90.84675762630937
0x7284a8451d9a0e7dc62b3a71c0593ea2ec5c5638,90.81425685975965
0x4b2acb5a7fcfee322ce3cd8344ea466954fde7db,90.74474840033706
0x4c77ca7ff8e548806fdc88e4dfa8ea1e493a450a,90.72980543641116
0x8cd7c0cafbd36d17e034497c0b472e28ecc970d3,90.72612646168996
0x34456a0a60af4afd40b20430e19bae1f3338504f,90.7187617634867
0xb4f82c737969262514458b802cc578cbf95430ee,90.69763317006411
0x0e194541c0edaa8f4305bc1f313eaa1d30dba966,90.67977062302532
0x57db5d6aa783cf29af41330569d24957140fd3eb,90.6751586802588
0x474a89f2c8d20788f80dc2f9d09411c43fa2df2b,90.64794941818755
0xd5c1e107e2e7cca9ed66a1b3fa0bed5c80f9ae0d,90.6436865686954
0x23732c68e444c09fca1c139d9e90a58217560224,90.64211769539706
0xfddc634939d034bda830fb7929e115747ebd9574,90.63265722659459
0x15ac14c5997e76322ed32ae54335ff284e6f92dd,90.62507050141282
0x68995e1d2830c8d3c5c5434eecdf286589dbedd9,90.60354081842827
0xc64737eae97ae7cfd95b40ff690f50d01b92ed6d,90.57576027097811
0xb58f9800f74fea404b58f94ca3685d97e4fdfbed,90.52073750523837
0xc1c5a7273debae84b7b25e9429c78bf899e614e0,90.51907792225616
0x229229284c0ea7c2a898765a5652fc03f0e35293,90.4890528517455
0xb7f8a5bcf79b6bd38c7b2a650d6a3301dc6293cd,90.48204682332586
0x61117012f9fb63cf0e7c688c76bfc874db3c6874,90.41001588831811
0x7245386b3e4d58a34eabbc32879dd95f0df697ba,90.40308011363136
0x6365ca7eeac872310727dacebfd5c31fe9ebacea,90.39597592193127
0xe82941e727d84f99329b94381e67a94524963d05,90.38241356344967
0x972723ab7c0121f8182b5f19a0015959fa776794,90.33574572041671
0xbfc54c36fbd010d53975ef38e90462c1a7afdb60,90.33136869851256
0x08439047b3c1b1c6fc9a6c62a1daa191a19e79dd,90.32049960787572
0x47b2efa18736c6c211505aefd321bec3ac3e8779,90.30835206896451
0xd1c2df69261ce294f0f26423cac49dd2a5bd5cf1,90.30561992269998
0xb16ee2a981cce4c4c075b2bd9406d5074da02727,90.28082955115163
0x214efb44ae592fb436cf65a21c45ff7d638dc98e,90.26483696949981
0xd1aad7186a15f0619dde55d74bdde39df404ce9e,90.23495977936028
0x520ef574f275bb54bac66781834a3ee20e9b6e3c,90.22347954823027
0x21f79012dd2db02712e42b8146bf15f4f950e976,90.21363991271357
0x885fbc6e02db6b1d26de3f73e80ad7f1ddc10021,90.20362919016004
0xd894c048c27469ee7a573327382be9f4ce54414d,90.19458969372056
0x06a437b2afcd7b6261bc26399b30f0102eae3af0,90.19410632355974
0xeba6449d1a6336166e34b4ce84dd59406ab8647f,90.13841025986599
0xe1b0e71dfbf82eb2521ed94508e9b0b6eed6a634,90.13262605255356
0x72c9dbfb16ec69ca96284de891fa81fe92c63e36,90.11365571459822
0x57c41131600af2d0ea74d7a7ffab385063b89267,90.0977093118366
0x9b4c75ce8d7006620df39e8757ade75d6434a6fe,90.09568046964647
0xd8982cf39b93ca723ebbca49efd04d4777a9686b,90.08254061434035
0x1147359f0bee7e5e43e473a6d8fa11e79af0faa3,90.06379914115082
0x10df6a0cb091880a7285953b6e0415c696d53bee,90.04419433538217
0x6bd6655a5c379dbf4ae32f345319794700f22b56,90.03005240887191
0x5cb7290485dacee87e884dd751c4a3950fe41457,90.02327098793216
0x99a70bbde9d02d1855a0148b95962ba037f133ac,89.99412580157625
0x3173acd056c8d6bb3ec849d3f6ffa90b8fda208b,89.98514282133296
0x53cb1ddfefdd43a6a0f6f69ceac8f531b12bb780,89.98366112294998
0x61f9f97700d391d875fa14e020bd6f1e862ca10b,89.96149389911898
0xff2bbb591d9ee23259e3e95d931ee59a61b2212f,89.92205614031188
0x41bc5e34131559048b12006a5a8889b122a1d57a,89.89043036537373
0xe51c377490b46fb13863765570da529a7a1470e1,89.88056231840861
0x0f3c2476fbf0ed09dff00ea7f4ef252dcc72e6f1,89.86506784297347
0x3cc228f907bc37cbfdc1e415d2129d68aa3c4864,89.86474920926457
0xe565f48cee90c775d1a0c0fa6dbacfe22c406801,89.85674567040141
0x3083c46eb15cc0c087a03f60269edf1de8186f38,89.85023419600547
0xb435871b0959561226b4d903b1abf79528177e81,89.84942957170209
0xfed0ad8f3177e62b724516efb4220a211b41948c,89.84850217452451
0xb141936c797fb48714c37f9168d8dedd47975191,89.84833463706066
0xfa48030f5b42241ff3c3fe284766ab8b77dba08c,89.79855481992608
0x1929a0454cdd4d925e8fc9b6c366ecd7844866f2,89.75046439516345
0x10f363d941352887cd28d47e85e19e124ba5ffd5,89.74794099872048
0x3b8c618bfdded6544b27ef67cb71043b30655514,89.74779025363121
0xe4f60f6fe872d5b910e72a11d09cdcf3780d20db,89.74527991078786
0x89555a4f31b06faca197cdf60fd996f1ba783feb,89.73965189590945
0x2cdaedb560b5b1ade8804f891c0e0e083209758e,89.71281401304378
0x336a566f0cd19c3379676f8932f26c9b1b1aea66,89.70106297457586
0x64b3122c293e301f9f1dfda823bdc6395d924129,89.69980307480661
0x6d2af065ccb60c0f7e8ec5907c961c42a3447127,89.63594006956579
0x838b07f4304795cb5f9aa85dacf194765b3e469a,89.62008439208012
0x734e4c7dbc53aad51a993828c8b9009aee87196b,89.57309955091173
0x8877bcb2223682048badd5b09b7ee5a8fa2f3424,89.5595831712404
0x2db428a3b1241f7590b05045b233f97d94269e50,89.55098976014125
0xe15103fe6728f5176d39b2116291193420a8b08c,89.54183759712623
0x472dbf5a1b070f9efc2491cb3b98445e06599e21,89.46801127339286
0x4654f56a64301b9b582f843f97332d96ead11ff8,89.44534326557203
0x3b38a44e2c4902c4734c552dd38d1cd6f91cfb2f,89.42509606004707
0xeb97d37bb6cd268ddb25e67cfbb9b3f7468db46c,89.42478542969641
0x9ddc5b469e02cd486f8f77f3e8fe831468020085,89.42452398303969
0x80559932fa7cf2707b40f4541fcd93eec4ab4266,89.40237459129115
0x27b69c405d6c58f5dd83ef7e117355a4942014bd,89.39453505093353
0x41c7b33b8e7fec43e4f860f79c2a4314e3c54089,89.38256549572311
